timestamp,run_id,model,latent_dim,epochs,best_epoch,best_train_loss,best_test_loss,lr,batch_size,kld_weight,eval_method,checkpoint,Overall Mean R²,Min Ferret Mean (R²),Min Ferret Mean (CI Low),Min Ferret Mean (CI High),Min Ferret Variance (R²),Min Ferret Variance (CI Low),Min Ferret Variance (CI High),Min Ferret Skewness (R²),Min Ferret Skewness (CI Low),Min Ferret Skewness (CI High),Min Ferret Kurtosis (R²),Min Ferret Kurtosis (CI Low),Min Ferret Kurtosis (CI High),Min Ferret Median (R²),Min Ferret Median (CI Low),Min Ferret Median (CI High),Max Ferret Mean (R²),Max Ferret Mean (CI Low),Max Ferret Mean (CI High),Max Ferret Variance (R²),Max Ferret Variance (CI Low),Max Ferret Variance (CI High),Max Ferret Skewness (R²),Max Ferret Skewness (CI Low),Max Ferret Skewness (CI High),Max Ferret Kurtosis (R²),Max Ferret Kurtosis (CI Low),Max Ferret Kurtosis (CI High),Max Ferret Median (R²),Max Ferret Median (CI Low),Max Ferret Median (CI High),Height Mean (R²),Height Mean (CI Low),Height Mean (CI High),Height Variance (R²),Height Variance (CI Low),Height Variance (CI High),Height Skewness (R²),Height Skewness (CI Low),Height Skewness (CI High),Height Kurtosis (R²),Height Kurtosis (CI Low),Height Kurtosis (CI High),Height Median (R²),Height Median (CI Low),Height Median (CI High),Area Mean (R²),Area Mean (CI Low),Area Mean (CI High),Area Variance (R²),Area Variance (CI Low),Area Variance (CI High),Area Skewness (R²),Area Skewness (CI Low),Area Skewness (CI High),Area Kurtosis (R²),Area Kurtosis (CI Low),Area Kurtosis (CI High),Area Median (R²),Area Median (CI Low),Area Median (CI High),Volume Mean (R²),Volume Mean (CI Low),Volume Mean (CI High),Volume Variance (R²),Volume Variance (CI Low),Volume Variance (CI High),Volume Skewness (R²),Volume Skewness (CI Low),Volume Skewness (CI High),Volume Kurtosis (R²),Volume Kurtosis (CI Low),Volume Kurtosis (CI High),Volume Median (R²),Volume Median (CI Low),Volume Median (CI High)
20251203_234157,semi_supervised_20251203_234157_8dim,semi_supervised_vae,8,7500+200,1,-1,-1,0.001,16,0.00025,loo,checkpoints/semi_supervised_vae/semi_supervised_20251203_234157_8dim/final.pth,-0.2592,-0.2462,-0.2962,-0.1962,-0.0094,-0.0594,0.0406,0.0209,-0.0291,0.0709,-0.0989,-0.1489,-0.0489,-0.2325,-0.2825,-0.1825,-0.1399,-0.1899,-0.0899,0.0422,-0.0078,0.0922,-0.1269,-0.1769,-0.0769,-0.3253,-0.3753,-0.2753,-0.4477,-0.4977,-0.3977,-0.134,-0.184,-0.084,-0.1401,-0.1901,-0.0901,-0.8141,-0.8641,-0.7641,-0.7382,-0.7882,-0.6882,0.0561,0.0061,0.1061,-0.0545,-0.1045,-0.0045,0.1512,0.1012,0.2012,-0.4904,-0.5404,-0.4404,-0.7072,-0.7572,-0.6572,-0.2848,-0.3348,-0.2348,0.2908,0.2408,0.3408,-0.5194,-0.5694,-0.4694,-0.7702,-0.8202,-0.7202,-0.8293,-0.8793,-0.7793,0.0676,0.0176,0.1176
